email_id,received_at,body
636,2025-12-19T16:43:44.135503,I have made the payment but not confirmed to order. Now what should i do
637,2025-12-20T04:34:44.135503,My delivery has not arrived yet. Order ORD-10637.
638,2025-12-14T02:41:44.135503,Can you tell me the status of my order ORD-10638?
639,2025-12-15T20:07:44.135503,I have not received my refund for order ORD-10639.
640,2025-12-20T06:31:44.135503,Can you tell me the status of my order ORD-10640?
641,2025-12-14T05:13:44.135503,Please cancel my subscription immediately. Account ID ACC-10641.
642,2025-12-13T15:36:44.135503,My delivery has not arrived yet. Order ORD-10642.
643,2025-12-19T02:28:44.135503,I have not received my refund for order ORD-10643.
644,2025-12-19T07:22:44.135503,Why is this taking so long? Order number ORD-10644.
645,2025-12-15T13:23:44.135503,My delivery has not arrived yet. Order ORD-10645.
646,2025-12-17T11:13:44.135503,My delivery has not arrived yet. Order ORD-10646.
647,2025-12-14T21:21:44.135503,My order ORD-10647 is delayed. This is very frustrating.
648,2025-12-10T18:35:44.135503,My order ORD-10648 is delayed. This is very frustrating.
649,2025-12-18T00:47:44.135503,I need help understanding my last invoice. Invoice INV-10649.
650,2025-12-19T11:52:44.135503,Just checking in for an update on my order ORD-10650. Thanks.
651,2025-12-12T22:45:44.135503,"I ordered a product but i recieved a old used product , refund my money"
652,2025-12-13T05:13:44.135503,I have made the payment but not confirmed to order. Now what should i do
653,2025-12-17T14:37:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
654,2025-12-13T12:49:44.135503,"I ordered a product but i recieved a old used product , refund my money"
655,2025-12-12T15:03:44.135503,I was charged incorrectly for order ORD-10655. Please fix this.
656,2025-12-21T02:18:44.135503,Can you tell me the status of my order ORD-10656?
657,2025-12-11T04:52:44.135503,Is my product shipping is done ?
658,2025-12-21T11:08:44.135503,I have not received my refund for order ORD-10658.
659,2025-12-10T14:28:44.135503,Is my product shipping is done ?
660,2025-12-10T16:33:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
661,2025-12-13T12:33:44.135503,"I ordered a product but i recieved a old used product , refund my money"
662,2025-12-18T06:54:44.135503,"I ordered a product but i recieved a old used product , refund my money"
663,2025-12-14T08:54:44.135503,Just checking in for an update on my order ORD-10663. Thanks.
664,2025-12-19T21:27:44.135503,Is my product shipping is done ?
665,2025-12-19T17:11:44.135503,I have not received my refund for order ORD-10665.
666,2025-12-18T02:13:44.135503,Can you tell me the status of my order ORD-10666?
667,2025-12-12T02:08:44.135503,Just checking in for an update on my order ORD-10667. Thanks.
668,2025-12-18T01:09:44.135503,Is my product shipping is done ?
669,2025-12-13T19:05:44.135503,Can you tell me the status of my order ORD-10669?
670,2025-12-12T01:58:44.135503,I have made the payment but not confirmed to order. Now what should i do
671,2025-12-12T14:53:44.135503,My delivery has not arrived yet. Order ORD-10671.
672,2025-12-11T19:30:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
673,2025-12-13T06:52:44.135503,Why is this taking so long? Order number ORD-10673.
674,2025-12-18T19:25:44.135503,My order ORD-10674 is delayed. This is very frustrating.
675,2025-12-20T16:47:44.135503,I have made the payment but not confirmed to order. Now what should i do
676,2025-12-17T07:48:44.135503,I have made the payment but not confirmed to order. Now what should i do
677,2025-12-17T14:55:44.135503,I need help understanding my last invoice. Invoice INV-10677.
678,2025-12-13T11:46:44.135503,I have not received my refund for order ORD-10678.
679,2025-12-11T21:01:44.135503,I have made the payment but not confirmed to order. Now what should i do
680,2025-12-17T14:59:44.135503,"I ordered a product but i recieved a old used product , refund my money"
681,2025-12-11T14:17:44.135503,"I ordered a product but i recieved a old used product , refund my money"
682,2025-12-12T08:39:44.135503,I have not received my refund for order ORD-10682.
683,2025-12-11T19:38:44.135503,Please cancel my subscription immediately. Account ID ACC-10683.
684,2025-12-18T00:25:44.135503,Why is this taking so long? Order number ORD-10684.
685,2025-12-14T13:23:44.135503,Please cancel my subscription immediately. Account ID ACC-10685.
686,2025-12-19T08:05:44.135503,I was charged incorrectly for order ORD-10686. Please fix this.
687,2025-12-12T14:22:44.135503,I requested a refund 3 days ago. Order ID ORD-10687. Please update.
688,2025-12-10T17:59:44.135503,I have made the payment but not confirmed to order. Now what should i do
689,2025-12-19T11:34:44.135503,Please cancel my subscription immediately. Account ID ACC-10689.
690,2025-12-17T10:16:44.135503,Is my product shipping is done ?
691,2025-12-19T10:24:44.135503,"I ordered a product but i recieved a old used product , refund my money"
692,2025-12-17T13:04:44.135503,I have not received my refund for order ORD-10692.
693,2025-12-19T03:12:44.135503,I need help understanding my last invoice. Invoice INV-10693.
694,2025-12-21T06:33:44.135503,My order ORD-10694 is delayed. This is very frustrating.
695,2025-12-11T13:11:44.135503,Is my product shipping is done ?
696,2025-12-17T09:34:44.135503,Can you tell me the status of my order ORD-10696?
697,2025-12-15T10:34:44.135503,Can you tell me the status of my order ORD-10697?
698,2025-12-17T01:44:44.135503,Please cancel my subscription immediately. Account ID ACC-10698.
699,2025-12-16T17:15:44.135503,My delivery has not arrived yet. Order ORD-10699.
700,2025-12-14T12:38:44.135503,My delivery has not arrived yet. Order ORD-10700.
701,2025-12-16T22:38:44.135503,"I ordered a product but i recieved a old used product , refund my money"
702,2025-12-14T14:56:44.135503,Is my product shipping is done ?
703,2025-12-13T23:17:44.135503,I have not received my refund for order ORD-10703.
704,2025-12-20T08:32:44.135503,My order ORD-10704 is delayed. This is very frustrating.
705,2025-12-11T03:54:44.135503,Please cancel my subscription immediately. Account ID ACC-10705.
706,2025-12-17T18:55:44.135503,My delivery has not arrived yet. Order ORD-10706.
707,2025-12-10T22:48:44.135503,My order ORD-10707 is delayed. This is very frustrating.
708,2025-12-15T05:24:44.135503,I need help understanding my last invoice. Invoice INV-10708.
709,2025-12-20T15:40:44.135503,I was charged incorrectly for order ORD-10709. Please fix this.
710,2025-12-11T14:29:44.135503,Why is this taking so long? Order number ORD-10710.
711,2025-12-18T03:51:44.135503,I was charged incorrectly for order ORD-10711. Please fix this.
712,2025-12-18T21:26:44.135503,I have made the payment but not confirmed to order. Now what should i do
713,2025-12-19T03:23:44.135503,Why is this taking so long? Order number ORD-10713.
714,2025-12-12T13:47:44.135503,I requested a refund 4 days ago. Order ID ORD-10714. Please update.
715,2025-12-15T08:56:44.135503,I need help understanding my last invoice. Invoice INV-10715.
716,2025-12-11T19:33:44.135503,I was charged incorrectly for order ORD-10716. Please fix this.
717,2025-12-18T04:20:44.135503,My order ORD-10717 is delayed. This is very frustrating.
718,2025-12-19T11:51:44.135503,My delivery has not arrived yet. Order ORD-10718.
719,2025-12-20T02:04:44.135503,"I ordered a product but i recieved a old used product , refund my money"
720,2025-12-18T15:47:44.135503,I requested a refund 0 days ago. Order ID ORD-10720. Please update.
721,2025-12-17T14:30:44.135503,"I ordered a product but i recieved a old used product , refund my money"
722,2025-12-14T18:02:44.135503,I need help understanding my last invoice. Invoice INV-10722.
723,2025-12-15T07:19:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
724,2025-12-19T00:58:44.135503,I need help understanding my last invoice. Invoice INV-10724.
725,2025-12-11T22:10:44.135503,I have not received my refund for order ORD-10725.
726,2025-12-18T17:20:44.135503,Why is this taking so long? Order number ORD-10726.
727,2025-12-11T19:17:44.135503,Please cancel my subscription immediately. Account ID ACC-10727.
728,2025-12-10T16:18:44.135503,I have made the payment but not confirmed to order. Now what should i do
729,2025-12-13T20:12:44.135503,Is my product shipping is done ?
730,2025-12-15T19:15:44.135503,Please cancel my subscription immediately. Account ID ACC-10730.
731,2025-12-12T21:10:44.135503,I requested a refund 4 days ago. Order ID ORD-10731. Please update.
732,2025-12-16T18:31:44.135503,Please cancel my subscription immediately. Account ID ACC-10732.
733,2025-12-14T19:59:44.135503,I have made the payment but not confirmed to order. Now what should i do
734,2025-12-17T11:21:44.135503,Can you tell me the status of my order ORD-10734?
735,2025-12-13T23:15:44.135503,Is my product shipping is done ?
736,2025-12-10T15:07:44.135503,Can you tell me the status of my order ORD-10736?
737,2025-12-17T13:47:44.135503,I requested a refund 10 days ago. Order ID ORD-10737. Please update.
738,2025-12-12T05:42:44.135503,I was charged incorrectly for order ORD-10738. Please fix this.
739,2025-12-21T02:10:44.135503,Just checking in for an update on my order ORD-10739. Thanks.
740,2025-12-12T18:14:44.135503,Please cancel my subscription immediately. Account ID ACC-10740.
741,2025-12-11T09:40:44.135503,I requested a refund 8 days ago. Order ID ORD-10741. Please update.
742,2025-12-19T17:28:44.135503,Is my product shipping is done ?
743,2025-12-11T03:03:44.135503,Why is this taking so long? Order number ORD-10743.
744,2025-12-12T05:48:44.135503,My delivery has not arrived yet. Order ORD-10744.
745,2025-12-14T21:06:44.135503,I requested a refund 7 days ago. Order ID ORD-10745. Please update.
746,2025-12-20T04:36:44.135503,I need help understanding my last invoice. Invoice INV-10746.
747,2025-12-12T03:17:44.135503,I have not received my refund for order ORD-10747.
748,2025-12-12T18:15:44.135503,I need help understanding my last invoice. Invoice INV-10748.
749,2025-12-10T20:48:44.135503,Is my product shipping is done ?
750,2025-12-18T16:15:44.135503,Just checking in for an update on my order ORD-10750. Thanks.
751,2025-12-18T00:10:44.135503,Is my product shipping is done ?
752,2025-12-11T12:42:44.135503,My order ORD-10752 is delayed. This is very frustrating.
753,2025-12-15T06:21:44.135503,Please cancel my subscription immediately. Account ID ACC-10753.
754,2025-12-12T01:14:44.135503,My order ORD-10754 is delayed. This is very frustrating.
755,2025-12-15T00:59:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
756,2025-12-17T11:24:44.135503,I requested a refund 6 days ago. Order ID ORD-10756. Please update.
757,2025-12-18T07:55:44.135503,I have made the payment but not confirmed to order. Now what should i do
758,2025-12-18T16:52:44.135503,I have not received my refund for order ORD-10758.
759,2025-12-14T02:09:44.135503,My order ORD-10759 is delayed. This is very frustrating.
760,2025-12-16T12:27:44.135503,Can you tell me the status of my order ORD-10760?
761,2025-12-13T03:27:44.135503,My order ORD-10761 is delayed. This is very frustrating.
762,2025-12-12T13:58:44.135503,"I ordered a product but i recieved a old used product , refund my money"
763,2025-12-18T02:33:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
764,2025-12-15T00:10:44.135503,I need help understanding my last invoice. Invoice INV-10764.
765,2025-12-15T23:13:44.135503,I have not received my refund for order ORD-10765.
766,2025-12-17T03:36:44.135503,I have made the payment but not confirmed to order. Now what should i do
767,2025-12-20T03:06:44.135503,I requested a refund 2 days ago. Order ID ORD-10767. Please update.
768,2025-12-19T03:04:44.135503,My delivery has not arrived yet. Order ORD-10768.
769,2025-12-16T17:03:44.135503,I need help understanding my last invoice. Invoice INV-10769.
770,2025-12-15T15:15:44.135503,My order ORD-10770 is delayed. This is very frustrating.
771,2025-12-13T19:19:44.135503,I need help understanding my last invoice. Invoice INV-10771.
772,2025-12-13T17:48:44.135503,Why is this taking so long? Order number ORD-10772.
773,2025-12-11T15:26:44.135503,"I ordered a product but i recieved a old used product , refund my money"
774,2025-12-16T17:11:44.135503,Is my product shipping is done ?
775,2025-12-15T06:49:44.135503,My delivery has not arrived yet. Order ORD-10775.
776,2025-12-20T00:26:44.135503,I have made the payment but not confirmed to order. Now what should i do
777,2025-12-20T21:50:44.135503,Why is this taking so long? Order number ORD-10777.
778,2025-12-18T22:12:44.135503,I have not received my refund for order ORD-10778.
779,2025-12-12T20:36:44.135503,I have made the payment but not confirmed to order. Now what should i do
780,2025-12-20T11:46:44.135503,I need help understanding my last invoice. Invoice INV-10780.
781,2025-12-14T23:33:44.135503,I have made the payment but not confirmed to order. Now what should i do
782,2025-12-14T16:57:44.135503,I need help understanding my last invoice. Invoice INV-10782.
783,2025-12-15T15:53:44.135503,Just checking in for an update on my order ORD-10783. Thanks.
784,2025-12-17T05:47:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
785,2025-12-16T07:57:44.135503,Just checking in for an update on my order ORD-10785. Thanks.
786,2025-12-20T04:14:44.135503,I was charged incorrectly for order ORD-10786. Please fix this.
787,2025-12-13T01:37:44.135503,My delivery has not arrived yet. Order ORD-10787.
788,2025-12-18T01:45:44.135503,Is my product shipping is done ?
789,2025-12-19T17:39:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
790,2025-12-20T02:46:44.135503,I have made the payment but not confirmed to order. Now what should i do
791,2025-12-16T20:10:44.135503,I requested a refund 5 days ago. Order ID ORD-10791. Please update.
792,2025-12-21T08:26:44.135503,I need help understanding my last invoice. Invoice INV-10792.
793,2025-12-16T23:59:44.135503,Can you tell me the status of my order ORD-10793?
794,2025-12-21T08:00:44.135503,I was charged incorrectly for order ORD-10794. Please fix this.
795,2025-12-19T22:05:44.135503,I have not received my refund for order ORD-10795.
796,2025-12-18T02:11:44.135503,"I ordered a product but i recieved a old used product , refund my money"
797,2025-12-12T15:11:44.135503,Just checking in for an update on my order ORD-10797. Thanks.
798,2025-12-11T03:42:44.135503,I requested a refund 2 days ago. Order ID ORD-10798. Please update.
799,2025-12-14T22:37:44.135503,I requested a refund 0 days ago. Order ID ORD-10799. Please update.
800,2025-12-14T21:49:44.135503,I need help understanding my last invoice. Invoice INV-10800.
801,2025-12-16T00:17:44.135503,"I ordered a product but i recieved a old used product , refund my money"
802,2025-12-13T03:12:44.135503,I was charged incorrectly for order ORD-10802. Please fix this.
803,2025-12-20T17:36:44.135503,I have not received my refund for order ORD-10803.
804,2025-12-17T07:35:44.135503,Just checking in for an update on my order ORD-10804. Thanks.
805,2025-12-20T03:18:44.135503,Please cancel my subscription immediately. Account ID ACC-10805.
806,2025-12-12T00:34:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
807,2025-12-17T03:47:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
808,2025-12-10T22:50:44.135503,Is my product shipping is done ?
809,2025-12-13T08:07:44.135503,I have not received my refund for order ORD-10809.
810,2025-12-17T13:20:44.135503,Is my product shipping is done ?
811,2025-12-10T19:57:44.135503,I requested a refund 6 days ago. Order ID ORD-10811. Please update.
812,2025-12-14T12:58:44.135503,I requested a refund 0 days ago. Order ID ORD-10812. Please update.
813,2025-12-19T09:52:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
814,2025-12-10T18:07:44.135503,Just checking in for an update on my order ORD-10814. Thanks.
815,2025-12-17T08:08:44.135503,Why is this taking so long? Order number ORD-10815.
816,2025-12-19T15:10:44.135503,I requested a refund 2 days ago. Order ID ORD-10816. Please update.
817,2025-12-19T15:17:44.135503,I was charged incorrectly for order ORD-10817. Please fix this.
818,2025-12-19T00:38:44.135503,Can you tell me the status of my order ORD-10818?
819,2025-12-16T16:02:44.135503,Why is this taking so long? Order number ORD-10819.
820,2025-12-18T06:56:44.135503,My delivery has not arrived yet. Order ORD-10820.
821,2025-12-18T04:30:44.135503,I have not received my refund for order ORD-10821.
822,2025-12-16T22:20:44.135503,Just checking in for an update on my order ORD-10822. Thanks.
823,2025-12-16T13:04:44.135503,"I ordered a product but i recieved a old used product , refund my money"
824,2025-12-11T23:30:44.135503,Is my product shipping is done ?
825,2025-12-14T07:42:44.135503,Is my product shipping is done ?
826,2025-12-13T01:11:44.135503,My order ORD-10826 is delayed. This is very frustrating.
827,2025-12-17T12:37:44.135503,I need help understanding my last invoice. Invoice INV-10827.
828,2025-12-21T00:46:44.135503,Just checking in for an update on my order ORD-10828. Thanks.
829,2025-12-19T06:05:44.135503,My order ORD-10829 is delayed. This is very frustrating.
830,2025-12-19T13:15:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
831,2025-12-20T21:16:44.135503,Can you tell me the status of my order ORD-10831?
832,2025-12-17T15:02:44.135503,My delivery has not arrived yet. Order ORD-10832.
833,2025-12-14T16:50:44.135503,Why is this taking so long? Order number ORD-10833.
834,2025-12-14T11:36:44.135503,Can you tell me the status of my order ORD-10834?
835,2025-12-14T01:07:44.135503,Please cancel my subscription immediately. Account ID ACC-10835.
836,2025-12-17T22:10:44.135503,Is my product shipping is done ?
837,2025-12-13T07:51:44.135503,My order ORD-10837 is delayed. This is very frustrating.
838,2025-12-17T09:38:44.135503,My delivery has not arrived yet. Order ORD-10838.
839,2025-12-19T02:21:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
840,2025-12-20T02:41:44.135503,"I ordered a product but i recieved a old used product , refund my money"
841,2025-12-21T05:56:44.135503,Please cancel my subscription immediately. Account ID ACC-10841.
842,2025-12-19T16:50:44.135503,Just checking in for an update on my order ORD-10842. Thanks.
843,2025-12-14T14:48:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
844,2025-12-21T09:19:44.135503,Please cancel my subscription immediately. Account ID ACC-10844.
845,2025-12-19T11:32:44.135503,I requested a refund 5 days ago. Order ID ORD-10845. Please update.
846,2025-12-19T03:00:44.135503,My delivery has not arrived yet. Order ORD-10846.
847,2025-12-15T06:09:44.135503,Why is this taking so long? Order number ORD-10847.
848,2025-12-18T05:27:44.135503,Just checking in for an update on my order ORD-10848. Thanks.
849,2025-12-12T03:02:44.135503,Please cancel my subscription immediately. Account ID ACC-10849.
850,2025-12-14T20:43:44.135503,I requested a refund 9 days ago. Order ID ORD-10850. Please update.
851,2025-12-10T23:55:44.135503,"I ordered a product but i recieved a old used product , refund my money"
852,2025-12-19T23:20:44.135503,Just checking in for an update on my order ORD-10852. Thanks.
853,2025-12-11T05:14:44.135503,I need help understanding my last invoice. Invoice INV-10853.
854,2025-12-12T21:36:44.135503,I have not received my refund for order ORD-10854.
855,2025-12-12T05:45:44.135503,I have made the payment but not confirmed to order. Now what should i do
856,2025-12-20T01:01:44.135503,"I ordered a product but i recieved a old used product , refund my money"
857,2025-12-14T14:53:44.135503,Can you tell me the status of my order ORD-10857?
858,2025-12-14T21:11:44.135503,My order ORD-10858 is delayed. This is very frustrating.
859,2025-12-20T06:49:44.135503,I requested a refund 9 days ago. Order ID ORD-10859. Please update.
860,2025-12-19T04:43:44.135503,I have not received my refund for order ORD-10860.
861,2025-12-13T12:25:44.135503,I was charged incorrectly for order ORD-10861. Please fix this.
862,2025-12-10T13:00:44.135503,I was charged incorrectly for order ORD-10862. Please fix this.
863,2025-12-13T21:45:44.135503,I have not received my refund for order ORD-10863.
864,2025-12-12T16:57:44.135503,I have made the payment but not confirmed to order. Now what should i do
865,2025-12-10T14:59:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
866,2025-12-19T20:37:44.135503,Is my product shipping is done ?
867,2025-12-12T21:37:44.135503,I was charged incorrectly for order ORD-10867. Please fix this.
868,2025-12-20T19:54:44.135503,My delivery has not arrived yet. Order ORD-10868.
869,2025-12-16T15:04:44.135503,Just checking in for an update on my order ORD-10869. Thanks.
870,2025-12-11T07:42:44.135503,I requested a refund 4 days ago. Order ID ORD-10870. Please update.
871,2025-12-17T17:51:44.135503,I need help understanding my last invoice. Invoice INV-10871.
872,2025-12-13T16:04:44.135503,I need help understanding my last invoice. Invoice INV-10872.
873,2025-12-20T13:50:44.135503,Why is this taking so long? Order number ORD-10873.
874,2025-12-11T14:16:44.135503,I was charged incorrectly for order ORD-10874. Please fix this.
875,2025-12-16T16:04:44.135503,Please cancel my subscription immediately. Account ID ACC-10875.
876,2025-12-20T21:52:44.135503,Can you tell me the status of my order ORD-10876?
877,2025-12-16T18:14:44.135503,My delivery has not arrived yet. Order ORD-10877.
878,2025-12-10T17:37:44.135503,Is my product shipping is done ?
879,2025-12-18T17:19:44.135503,I need help understanding my last invoice. Invoice INV-10879.
880,2025-12-15T04:10:44.135503,Can you tell me the status of my order ORD-10880?
881,2025-12-20T05:59:44.135503,Just checking in for an update on my order ORD-10881. Thanks.
882,2025-12-20T07:25:44.135503,My delivery has not arrived yet. Order ORD-10882.
883,2025-12-13T05:37:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
884,2025-12-15T21:43:44.135503,My delivery has not arrived yet. Order ORD-10884.
885,2025-12-12T09:56:44.135503,Is my product shipping is done ?
886,2025-12-12T13:24:44.135503,I need help understanding my last invoice. Invoice INV-10886.
887,2025-12-12T19:52:44.135503,Just checking in for an update on my order ORD-10887. Thanks.
888,2025-12-20T17:24:44.135503,Just checking in for an update on my order ORD-10888. Thanks.
889,2025-12-19T05:30:44.135503,Can you tell me the status of my order ORD-10889?
890,2025-12-16T19:48:44.135503,My delivery has not arrived yet. Order ORD-10890.
891,2025-12-18T04:16:44.135503,I requested a refund 1 days ago. Order ID ORD-10891. Please update.
892,2025-12-13T12:56:44.135503,I need help understanding my last invoice. Invoice INV-10892.
893,2025-12-14T11:59:44.135503,I requested a refund 10 days ago. Order ID ORD-10893. Please update.
894,2025-12-14T12:52:44.135503,I have not received my refund for order ORD-10894.
895,2025-12-16T12:46:44.135503,My delivery has not arrived yet. Order ORD-10895.
896,2025-12-12T00:06:44.135503,Is my product shipping is done ?
897,2025-12-12T06:55:44.135503,Please cancel my subscription immediately. Account ID ACC-10897.
898,2025-12-15T21:01:44.135503,Can you tell me the status of my order ORD-10898?
899,2025-12-10T15:48:44.135503,Is my product shipping is done ?
900,2025-12-16T22:08:44.135503,Please cancel my subscription immediately. Account ID ACC-10900.
901,2025-12-12T15:03:44.135503,Please cancel my subscription immediately. Account ID ACC-10901.
902,2025-12-14T23:26:44.135503,I have not received my refund for order ORD-10902.
903,2025-12-19T11:50:44.135503,My order ORD-10903 is delayed. This is very frustrating.
904,2025-12-18T09:20:44.135503,My delivery has not arrived yet. Order ORD-10904.
905,2025-12-13T16:34:44.135503,I requested a refund 7 days ago. Order ID ORD-10905. Please update.
906,2025-12-18T04:26:44.135503,Is my product shipping is done ?
907,2025-12-15T19:43:44.135503,I have not received my refund for order ORD-10907.
908,2025-12-20T00:29:44.135503,I was charged incorrectly for order ORD-10908. Please fix this.
909,2025-12-14T06:45:44.135503,I requested a refund 1 days ago. Order ID ORD-10909. Please update.
910,2025-12-15T09:10:44.135503,Please cancel my subscription immediately. Account ID ACC-10910.
911,2025-12-21T11:51:44.135503,"I ordered a product but i recieved a old used product , refund my money"
912,2025-12-11T08:29:44.135503,My order ORD-10912 is delayed. This is very frustrating.
913,2025-12-19T03:56:44.135503,I need help understanding my last invoice. Invoice INV-10913.
914,2025-12-19T19:15:44.135503,My delivery has not arrived yet. Order ORD-10914.
915,2025-12-11T22:50:44.135503,Can you tell me the status of my order ORD-10915?
916,2025-12-20T01:05:44.135503,I have made the payment but not confirmed to order. Now what should i do
917,2025-12-19T05:56:44.135503,I need help understanding my last invoice. Invoice INV-10917.
918,2025-12-20T22:01:44.135503,Why is this taking so long? Order number ORD-10918.
919,2025-12-18T04:02:44.135503,I need help understanding my last invoice. Invoice INV-10919.
920,2025-12-18T10:31:44.135503,Is my product shipping is done ?
921,2025-12-14T20:38:44.135503,Please cancel my subscription immediately. Account ID ACC-10921.
922,2025-12-19T18:18:44.135503,I have made the payment but not confirmed to order. Now what should i do
923,2025-12-18T03:54:44.135503,Just checking in for an update on my order ORD-10923. Thanks.
924,2025-12-17T18:16:44.135503,I have made the payment but not confirmed to order. Now what should i do
925,2025-12-15T18:56:44.135503,I need help understanding my last invoice. Invoice INV-10925.
926,2025-12-16T12:30:44.135503,I have not received my refund for order ORD-10926.
927,2025-12-17T11:22:44.135503,"I ordered a product but i recieved a old used product , refund my money"
928,2025-12-20T22:30:44.135503,I was charged incorrectly for order ORD-10928. Please fix this.
929,2025-12-19T02:19:44.135503,My order ORD-10929 is delayed. This is very frustrating.
930,2025-12-17T06:56:44.135503,Can you tell me the status of my order ORD-10930?
931,2025-12-14T08:19:44.135503,Can you tell me the status of my order ORD-10931?
932,2025-12-10T15:13:44.135503,Please cancel my subscription immediately. Account ID ACC-10932.
933,2025-12-17T01:30:44.135503,I have not received my refund for order ORD-10933.
934,2025-12-10T20:26:44.135503,I was charged incorrectly for order ORD-10934. Please fix this.
935,2025-12-16T16:19:44.135503,I requested a refund 0 days ago. Order ID ORD-10935. Please update.
936,2025-12-11T19:49:44.135503,I have not received my refund for order ORD-10936.
937,2025-12-14T18:50:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
938,2025-12-13T16:12:44.135503,I have made the payment but not confirmed to order. Now what should i do
939,2025-12-12T12:59:44.135503,Is my product shipping is done ?
940,2025-12-19T14:02:44.135503,My order ORD-10940 is delayed. This is very frustrating.
941,2025-12-16T20:00:44.135503,My delivery has not arrived yet. Order ORD-10941.
942,2025-12-15T11:12:44.135503,I was charged incorrectly for order ORD-10942. Please fix this.
943,2025-12-12T04:38:44.135503,Can you tell me the status of my order ORD-10943?
944,2025-12-16T23:31:44.135503,I was charged incorrectly for order ORD-10944. Please fix this.
945,2025-12-10T16:18:44.135503,Please cancel my subscription immediately. Account ID ACC-10945.
946,2025-12-12T20:42:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
947,2025-12-13T00:10:44.135503,Please cancel my subscription immediately. Account ID ACC-10947.
948,2025-12-19T09:32:44.135503,I requested a refund 3 days ago. Order ID ORD-10948. Please update.
949,2025-12-20T22:14:44.135503,My delivery has not arrived yet. Order ORD-10949.
950,2025-12-14T22:23:44.135503,I was charged incorrectly for order ORD-10950. Please fix this.
951,2025-12-13T13:13:44.135503,Is my product shipping is done ?
952,2025-12-20T06:59:44.135503,Please cancel my subscription immediately. Account ID ACC-10952.
953,2025-12-21T10:31:44.135503,My delivery has not arrived yet. Order ORD-10953.
954,2025-12-16T19:48:44.135503,Why is this taking so long? Order number ORD-10954.
955,2025-12-10T13:54:44.135503,I have not received my refund for order ORD-10955.
956,2025-12-13T18:34:44.135503,I was charged incorrectly for order ORD-10956. Please fix this.
957,2025-12-17T06:55:44.135503,My order ORD-10957 is delayed. This is very frustrating.
958,2025-12-10T16:40:44.135503,I was charged incorrectly for order ORD-10958. Please fix this.
959,2025-12-12T09:37:44.135503,Please cancel my subscription immediately. Account ID ACC-10959.
960,2025-12-18T16:35:44.135503,Is my product shipping is done ?
